id,entityName,registerDateMinistry,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,,,
1,Polska Kompania Doradcza Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Nie,,,,,,,,,,,,,,,,,,,,1,,,,,,
2,Pleon Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Majchrzak Krzysztof,b.d.,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Tak,Krzysztof Majchrzak,Sekcja Ratująca Międzyszkolny Ośrodek Sportowy nr 5 w Instytucie Reumatologii,7/2/2011,26/4/2011,Działalność na rzecz ratowania Międzyszkolnego Ośrodka Sportowego nr 5 w Instytucje Reumatologii w Warszawie,,,,,,,,,,1,,,,,,,,1,,,
69,Tadeusz Krężel,2006-09-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Taduesz Krężel,Carmen Elena Badea,7/5/2010,15/7/2010,Liberalizacja przepisów dotyczących cudzoziemców i obywateli UE - w zakresie długości pobytu w Polsce i nabywania nieruchomości,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krężel,2006-09-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Taduesz Krężel,Carmen Elena Badea,23/8/2010,11/11/2010,Liberalizacja przepisów dotyczących cudzoziemców i obywateli UE - w zakresie długości pobytu w Polsce i nabywania nieruchomości,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krężel,2006-09-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Krężel,"Carmen Elena Badea, Tudose LUC, Roman-Ramona corp.",27/1/2014,31/12/2014,Nabywanie nieruchomości przez podmioty zagraniczne,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krężel,2006-09-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Krężel,"Carmen Elena Badea, Tudose LUC, Roman-Ramona corp.",20/1/2016,31/12/2016,Nabywanie nieruchomości przez cudzoziemców. Oceny oddziaływania na środowisko,1,,,,,,,,,,,,,,,,,,,,
69,Tadeusz Krężel,2006-09-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Krężel,Typowanie polskich przedsiębiorstw do wdrażania autorskiego programu budownictwa pasywnego i energooszczędnościowego na terenie Rzeczypospolitej Polskiej oraz programów związanych z energią odnawialną i fotowoltaniką,15/2/2017,31/12/2017,Nabywanie nieruchomości przez cudzoziemców. Oceny oddziaływania na środowisko,1,,,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Kancelaria Radców Prawnych Łukowicz Świerzewski i Wspólnicy Spółka Komandytowa z siedzibą w Warszawie,9/10/2006,5/1/2007,Działanie na rzecz dobrego prawa,,,,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,"Kancelaria Prawna Chajec, Don-Siemion & Żyto Spółka Komandytowa",22/2/2007,21/5/2007,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,"Kancelaria Prawna Chajec, Don-Siemion & Żyto Spółka Komandytowa",18/5/2007,14/8/2007,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marta Kafarska,Trio Management Inc. Sp. z o.o.,23/8/2007,20/11/2007,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Trio Management Inc. Sp. z o.o.,23/8/2007,20/11/2007,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marta Kafarska,Trio Management Inc. Sp. z o.o.,20/12/2007,27/2/2008,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Trio Management Inc. Sp. z o.o.,20/12/2007,27/2/2008,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Rowińska,"Trio Management Inc. Sp. z o.o.; Kancelaria Radców Prawnych - Łukowicz, Świerzewski i Wspólnicy Spółka Komandytowa",11/4/2008,30/6/2008,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Trio Management Inc. Sp. z o.o.,11/4/2008,30/6/2008,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Rowińska,"Trio Management Inc. Sp. z o.o.; Kancelaria Radców Prawnych - Łukowicz, Świerzewski i Wspólnicy Spółka Komandytowa",3/7/2008,25/9/2008,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Trio Management Inc. Sp. z o.o.,3/7/2008,25/9/2008,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Trio Management Inc. Sp. z o.o.,27/11/2008,8/2/2009,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Kamila Syta-Sawa,Trio Management Inc. Sp. z o.o.,27/11/2008,8/2/2009,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Krupa,Trio Management Inc. Sp. z o.o.,9/2/2009,16/5/2009,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Olgierd Świerzewski,Trio Management Inc. Sp. z o.o.,9/2/2009,16/5/2009,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
70,Olgierd Świerzewski,2006-09-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Kamila Syta-Sawa,Trio Management Inc. Sp. z o.o.,9/2/2009,16/5/2009,Działanie na rzecz dobrego prawa,,,1,,,,,,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,2006-10-11,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów, Ministerstwo Środowiska",Tak,Zbigniew Liptak,nwil S.A.; KGHM Polska Miedź S.A.; Hutnicza Izba Przemysłowo-Handlowa; PKN ORLEN S.A.; ZGH Bolesław S.A.,18/8/2011,31/12/2011,"Opodatkowanie akcyzą węgla, koksu, gazu i energii elektrycznej przemysłu energochłonnego",,1,,1,1,,,1,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,2006-10-11,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Aleksandra Rutkowska,Anwil S.A.; KGHM Polska Miedź S.A.; Hutnicza Izba Przemysłowo-Handlowa; PKN ORLEN S.A.; ZGH Bolesław S.A,18/8/2011,31/12/2011,"Opodatkowanie akcyzą węgla, koksu, gazu i energii elektrycznej przemysłu energochłonnego",,1,,1,1,,,1,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,2006-10-11,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Dorota Pokrop,Michelin Polska S.A.; HJ Heinz Polska S.A.; Kraft Foods Polska S.A.; AccelorMittal Poland S.A.; Polski Koncern Naftowy Orlen S.A.,18/10/2012,31/12/2012,Zachowanie neutralności podatku od towarów i usług w transakcjach z podmiotami z innych państw Unii Europejskiej (druk sejmowy nr 805),,1,,1,,,,,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,2006-10-11,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Zbigniew Liptak,Hutnicza Izba Przemysłowo-Handlowa; PKN Orlen; KGHM Polska Miedź S.A.; Polskie Górnictwo Naftowe i Gazownictwo S.A.,10/7/2013,31/12/2013,"Ochrona interesów przemysłu, który ponosi negatywne konsekwencje funkcjonowania w Polsce patologii wyłudzeń podatkowych. Ochrona interesów podmiotów zużywających gaz do celów przemysłowych",,1,,1,,1,,,,,,,,,,,,,,,
71,Ernst & Young Doradztwo Podatkowe Sp. z o.o.,2006-10-11,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów",Tak,Aleksandra Rutkowska,Hutnicza Izba Przemysłowo-Handlowa; PKN Orlen; KGHM Polska Miedź S.A.; Polskie Górnictwo Naftowe i Gazownictwo S.A.,10/7/2013,31/12/2013,"Ochrona interesów przemysłu, który ponosi negatywne konsekwencje funkcjonowania w Polsce patologii wyłudzeń podatkowych. Ochrona interesów podmiotów zużywających gaz do celów przemysłowych",,1,,1,,1,,,,,,,,,,,,,,,
72,Marek Miśkiewicz,2006-10-11,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Baker & McKenzie Gruszczyński i Wspólnicy Kancelaria Prawna Spółka komandytowa,2006-11-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Malinowski, Płachta i Wspólnicy Radcowie Prawni i Adwokaci Spółka Partnerska",2006-11-30,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Kancelaria Radcy Prawnego Rafał Iniewski,2006-12-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Krzysztof Woźniak,2006-12-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Grupa Gumułka – Kancelaria Prawa Finansowego Sp. z o. o.,2006-12-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Rafał Zieliński,2007-01-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Izba Gospodarcza Wodociągi Polskie,2007-01-04,Nie,Nie dotyczy,"Ministerstwo Cyfryzacji, Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa, Ministerstwo Sprawiedliwości, Ministerstwo Środowiska",Nie,,,,,,,1,,1,,,,1,,,,,1,,1,,,,,,
80,Maciej Jaworski,2007-01-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Paweł Połanecki,2007-01-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Połanecki,"Koalicja Polska Wolna od GMO; Międzynarodowa Koalicja dla Ochrony Polskiej Wsi - ""International Coalition for Porotecting Polish Countryside""",4/2/2010,12/4/2010,"Uzyskanie zmiany zapisów projektu ustawy ""Prawo o GMO"" dla zapewnienia pełnego bezpieczeństwa biologicznego środowiska i łańcucha żywieniowego na terenie Polski, w związku ze stosowaniem GMO w tzw. użyciu otwartym, w szczególności w uprawach komercyjnych i eksperymentalnych roślin genetycznie zmodyfikowanych",,,,,,,,1,,,1,,,,,,,,,,
81,Paweł Połanecki,2007-01-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Połanecki,Koalicja Polska Wolna od GMO,17/1/2011,13/4/2011,"Obrona praw rolników indywidualnych w zapisach ustawy ""Prawo o organizmach genetycznie zmodyfikowanych""",,,,,,,,1,,,1,,,,,,,,,,
81,Paweł Połanecki,2007-01-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Połanecki,Koalicja Polska Wolna od GMO,16/6/2011,19/8/2011,"""Ustawa o Nasiennictwie""-ochrona praw rolników ekologicznych przed zapisami pozwalającymi na prowadzenie upraw roślin genetycznie modyfikowanych na terytorium RP",,,,,,,,1,,,1,,,,,,,,,,
81,Paweł Połanecki,2007-01-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Połanecki,"Stowarzyszenie Polska Wolna od GMO, Zachodniopomorski Oddział Stowarzyszenia Ekoland",17/7/2014,31/12/2014,wprowadzenie ustawowego zakazu uwolnienia do środowiska organizmów genetycznie zmodyfikowanych,,,,,,,,1,,,1,,,,,,,,,,
81,Paweł Połanecki,2007-01-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Połanecki,Koalicja Polska Wolna od GMO,17/3/2016,31/12/2016,"Wprowadzenie w życie zapisu ustawowego dot. zakazu stosowania pasz genetycznie zmodyfikowanych na terenie RP, który leży w interesie koalicji Polska Wolna od GMO",,,,,,,,1,,,1,,,,,,,,,,
82,Fundacja Pro Economicus,2007-01-09,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ADK Commercial Sp. z o. o.,2007-01-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Andrzej Górski,2007-02-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Wielkopolski Związek Pracodawców Prywatnych,2007-02-16,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Mariola Gabryelczyk,2007-02-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Michał Łakomski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Michał Łakomski,Stowarzyszenie Obywatel RP,14/3/2007,7/6/2007,1. Prawa człowieka 2. Kultura 3. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
87,Michał Łakomski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Michał Łakomski,Stowarzyszenie Obywatel RP,31/7/2007,10/9/2007,1. Prawa człowieka 2. Kultura 3. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
87,Michał Łakomski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Michał Łakomski,Stowarzyszenie Obywatel RP,20/11/2008,28/1/2009,Prawa człowieka. Kultura. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
87,Michał Łakomski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Michał Łakomski,Stowarzyszenie Obywatel RP,3/2/2009,27/4/2009,Prawa człowieka. Kultura. Gospodarka,,,1,,,1,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""; Fundacja ""Kultura i Człowiek""",15/3/2007,7/6/2007,Obrona praw obywatela-RP. Obrona interesu mniejszości narodowych i grup społecznych o nieunormowanym statusie prawnym. Obrona dziedzictwa narodowego. Rozwój kultury i sztuki,1,,1,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",15/6/2007,10/9/2007,Prawa obywatela RP. Prawa Romów i ochrona kultury romskiej,1,,1,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",5/11/2008,27/1/2009,"Promocja kultury narodu polskiego, ochrona wartości historycznych, ochrona praw obywatela RP",,,,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",3/2/2009,27/4/2009,Prawa człowieka. Obchody 600-lecia bitwy pod Grunwaldem. Gospodarka-normy prawne,,,1,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",18/6/2009,19/8/2009,"Ochrona zabytków, ochrona dorobku kultury, obrona praw człowieka i obywatela",,,1,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",26/11/2009,29/1/2010,Promocja historii i kultury. Obrona praw obywatelskich,,,1,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",3/3/2010,22/5/2010,Promocja kultury i dziedzictwa narodowego. Obrona praw obywatelskich,,,1,,,,,,,,,,,,,,,,,,1
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""; Fundacja ""Kultura i Folklor""",6/10/2010,3/1/2011,Prawa obywatela. Promocja historii i kultury narodu polskiego,,,,,,,,,,,,,,,,,,,,,
88,Wiesław Podgórski,2007-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiesław Aleksander Podgórski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",2/2/2011,27/4/2011,Promocja historii i kultury narodu polskiego,,,,,,,,,,,,,,,,,,,,,
89,Krakowskie Przedsiębiorstwo Projektowo– Badawcze AAXIS – Systemy Komputerowe,2007-03-13,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
90,First Public Relations Sp. z o.o.,2007-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dagmara Leszkowicz,Polska Organizacji Handlu i Dystrybucji,20/1/2016,31/12/2016,Ustawa o podatku obrotowym od sieci wielkopowierzchniowych,,,,1,,1,,,,,,,,,,,,,,,
90,First Public Relations Sp. z o.o.,2007-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dagmara Leszkowicz,PKP Intercity,11/1/2017,31/12/2017,"Rozwiązania podatkowe, które wpływają na interesy rynku kolejowego",,,,1,,,,,,,,1,,,,,,,,,
91,Actia Forum Sp. z o.o.,2007-03-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Aaron Paz,2007-03-29,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aaron Israel Paz,Stowarzyszenie Obywatel RP; Warszawka Szkoła Mędrców (w organizacji); 1-szy Europejski Bank Technologii SA,4/4/2007,29/6/2007,Prawa człowieka i obywatela. Finanse publiczne,,,1,1,,,,,,,,,,,,,,,,,
92,Aaron Paz,2007-03-29,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aaron Israel Paz,1-szy Europejski Bank Technologii S.A.; Medyczny Port Lotniczy LLC,3/2/2009,27/4/2009,Transfer zaawansowanych technologii chroniących zdrowie i życie ludzkie,,1,,,,,,,,1,,,,,,,,,,,
92,Aaron Paz,2007-03-29,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aaron Israel Paz,Europejskiej Autostrady Energetycznej - Fundacja,18/1/2012,31/12/2012,"Prawo energetyczne, ekologia",,,,,1,,,1,,,,,,,,,,,,,
93,Konrad Brodewicz,2006-03-29,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Dariusz Jaczyński,2007-04-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Tomasz Śpiewankiewicz,2006-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Śpiewankiewicz,Tor Wyścigów Konnych Służewiec w Warszawie,30/5/2007,19/7/2007,Ochrona toru służewieckiego. Budowa Centrum Promocji Polski,,,,,,,,,,,,,,,,,,1,,,1
95,Tomasz Śpiewankiewicz,2006-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Śpiewankiewicz,Tor Wyścigów Konnych Służewiec w Warszawie,30/5/2007,19/7/2007,Ratowanie toru wyścigów konnych w oparciu o autorski projekt,,,,,,,,,,,,,,,,,,,,,1
95,Tomasz Śpiewankiewicz,2006-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Śpiewankiewicz,Tor Wyścigów Konnych Służewiec w Warszawie,29/11/2007,11/2/2008,Ratowanie toru wyścigów konnych w oparciu o autorski projekt,,,,,,,,,,,,,,,,,,,,,1
95,Tomasz Śpiewankiewicz,2006-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Śpiewankiewicz,Tor Wyścigów Konnych Służewiec w Warszawie,28/2/2008,17/5/2008,Autorski projekt rewitalizacji toru służewieckiego w Warszawie,,,,,,,,,,,,,,,,,,,,,1
95,Tomasz Śpiewankiewicz,2006-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Śpiewankiewicz,Tor Wyścigów Konnych Służewiec w Warszawie,24/9/2008,16/12/2008,Ratowanie toru wyścigów konnych w oparciu o autorski projekt,,,,,,,,,,,,,,,,,,,,,1
96,Dekra Polska Sp. z o.o.,2007-05-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Waldemar Nowakowski,Dekra Polska Sp. z o.o.,25/2/2008,10/5/2008,motoryzacja oraz bezpieczeństwo w ruchu drogowym,,,,,,,,,,,,1,,,,,,,,,
96,Dekra Polska Sp. z o.o.,2007-05-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Waldemar Nowakowski,Dekra Polska Sp. z o.o.,25/8/2008,12/11/2008,motoryzacja oraz bezpieczeństwo w ruchu drogowym,,,,,,,,,,,,1,,,,,,,,,
96,Dekra Polska Sp. z o.o.,2007-05-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Waldemar Nowakowski,Dekra Polska Sp. z o.o.,21/11/2008,13/2/2009,motoryzacja oraz bezpieczeństwo w ruchu drogowym,,,,,,,,,,,,1,,,,,,,,,
96,Dekra Polska Sp. z o.o.,2007-05-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Waldemar Nowakowski,Dekra Polska Sp. z o.o.,27/2/2009,24/5/2009,motoryzacja oraz bezpieczeństwo w ruchu drogowym,,,,,,,,,,,,1,,,,,,,,,
97,Waldemar Nowakowski,2007-05-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Krzysztof Krawietz,2007-05-11,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Krzysztof Ignacy Krawietz,Hadak Glas SA w Lublinie; Europejskiego Banku Technologii w Warszawie; Warszawskiej Szkoły Mędrców w Warszawie,24/5/2007,15/8/2007,"Transfer bezpiecznych technologii gospodarczych, finansowych, organizacyjnych. Prawa człowieka i obywatela w szczególności wynikające z przynależności do mniejszości narodowej",,1,1,,,,,,,,,,,,,,,,,,
99,Centrum Promocji i Reklamy Remedia,2007-05-21,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Feedback/Hill and Knowlton Sp. z o.o.,2007-06-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mikołaj Spychalski,2007-06-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mikołaj Andrzej Spychalski,"Stowarzyszenie Obywatel RP; Fundacja ""Historii i Sztuce""",15/6/2007,10/9/2007,Prawa obywatela RP. Prawa Romów i ochrona kultury romskiej,1,,1,,,,,,,,,,,,,,,,,,1
102,Robert Wasilka,2007-06-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Roman Wasilka,własne imię,3/7/2007,10/9/2007,"Obronność kraju, gospodarka",,,,,,1,1,,,,,,,,,,,,,,
103,Tomasz Jakub Byzdra Analitex Biuro Obsługi Finansowo-Rachunkowej i Doradztwa Prawnego,2007-06-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Eficom Spółka Akcyjna,2007-07-16,Nie,Nie dotyczy,Ministerstwo Cyfryzacji,Nie,,,,,,,1,,,,,,,,,,,,,,,,,,,
105,BetMar,2007-08-20,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Paweł Sieniuta Euro–Lex,2007-11-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Sieniuta Euro-Lex,12/12/2007,29/2/2008,"Dostęp do zawodów prawniczych, prawo cywilne-ochrona praw wierzycieli, prawo rolne, prawo gospodarcze",,,,,,,,,,,,,,,,,,,,,,
106,Paweł Sieniuta Euro–Lex,2007-11-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Paweł Sieniuta Euro-Lex,3/4/2008,13/6/2008,"Prawo cywilne, prawo rolne, ochrona zdrowia, prawo farmaceutyczne",,,,,,,,,,,,,,,,,,,,,,
107,Wojciech Skweres,2007-12-11,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Eugeniusz Karczewski,2007-12-31,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Eugeniusz Karczewski,"Parafia Świętej Barbary; Fundacja ""Pomóż sobie, my Ci pomożemy""",15/1/2008,13/4/2008,"Kultura, gospodarka",,,,,,1,,,,,,,,,,,,,,,1
